paris;;;;;;;;;;;;;;;;;;;;;;;;;;
marseille;;;;;;;;;;;;;;;;;;;;;;;;;;
lyon;;;;;;;;;;;;;;;;;;;;;;;;;;
toulouse;;;;;;;;;;;;;;;;;;;;;;;;;;
nice;;;;;;;;;;;;;;;;;;;;;;;;;;
nantes;;;;;;;;;;;;;;;;;;;;;;;;;;
strasbourg;;;;;;;;;;;;;;;;;;;;;;;;;;
montpellier;;;;;;;;;;;;;;;;;;;;;;;;;;
bordeaux;;;;;;;;;;;;;;;;;;;;;;;;;;
lille;;;;;;;;;;;;;;;;;;;;;;;;;;
rennes;;;;;;;;;;;;;;;;;;;;;;;;;;
reims;;;;;;;;;;;;;;;;;;;;;;;;;;
le havre;;;;;;;;;;;;;;;;;;;;;;;;;;
saint etienne;;;;;;;;;;;;;;;;;;;;;;;;;;
toulon;;;;;;;;;;;;;;;;;;;;;;;;;;
grenoble;;;;;;;;;;;;;;;;;;;;;;;;;;
dijon;;;;;;;;;;;;;;;;;;;;;;;;;;
angers;;;;;;;;;;;;;;;;;;;;;;;;;;
ste clotilde;;;;;;;;;;;;;;;;;;;;;;;;;;
le mans;;;;;;;;;;;;;;;;;;;;;;;;;;
aix en provence;;;;;;;;;;;;;;;;;;;;;;;;;;
brest;;;;;;;;;;;;;;;;;;;;;;;;;;
villeurbanne;;;;;;;;;;;;;;;;;;;;;;;;;;
nimes;;;;;;;;;;;;;;;;;;;;;;;;;;
limoges;;;;;;;;;;;;;;;;;;;;;;;;;;
clermont ferrand;;;;;;;;;;;;;;;;;;;;;;;;;;
tours;;;;;;;;;;;;;;;;;;;;;;;;;;
amiens;;;;;;;;;;;;;;;;;;;;;;;;;;
metz;;;;;;;;;;;;;;;;;;;;;;;;;;
besancon;;;;;;;;;;;;;;;;;;;;;;;;;;
perpignan;;;;;;;;;;;;;;;;;;;;;;;;;;
orleans;;;;;;;;;;;;;;;;;;;;;;;;;;
boulogne billancourt;;;;;;;;;;;;;;;;;;;;;;;;;;
mulhouse;;;;;;;;;;;;;;;;;;;;;;;;;;
caen;;;;;;;;;;;;;;;;;;;;;;;;;;
rouen;;;;;;;;;;;;;;;;;;;;;;;;;;
nancy;;;;;;;;;;;;;;;;;;;;;;;;;;
saint denis;;;;;;;;;;;;;;;;;;;;;;;;;;
st paul;;;;;;;;;;;;;;;;;;;;;;;;;;
argenteuil;;;;;;;;;;;;;;;;;;;;;;;;;;
montreuil;;;;;;;;;;;;;;;;;;;;;;;;;;
roubaix;;;;;;;;;;;;;;;;;;;;;;;;;;
dunkerque;;;;;;;;;;;;;;;;;;;;;;;;;;
tourcoing;;;;;;;;;;;;;;;;;;;;;;;;;;
avignon;;;;;;;;;;;;;;;;;;;;;;;;;;
nanterre;;;;;;;;;;;;;;;;;;;;;;;;;;
poitiers;;;;;;;;;;;;;;;;;;;;;;;;;;
creteil;;;;;;;;;;;;;;;;;;;;;;;;;;
fort de france;;;;;;;;;;;;;;;;;;;;;;;;;;
versailles;;;;;;;;;;;;;;;;;;;;;;;;;;
courbevoie;;;;;;;;;;;;;;;;;;;;;;;;;;
vitry sur seine;;;;;;;;;;;;;;;;;;;;;;;;;;
pau;;;;;;;;;;;;;;;;;;;;;;;;;;
colombes;;;;;;;;;;;;;;;;;;;;;;;;;;
aulnay sous bois;;;;;;;;;;;;;;;;;;;;;;;;;;
asnieres sur seine;;;;;;;;;;;;;;;;;;;;;;;;;;
ravine des cabris;;;;;;;;;;;;;;;;;;;;;;;;;;
rueil malmaison;;;;;;;;;;;;;;;;;;;;;;;;;;
antibes;;;;;;;;;;;;;;;;;;;;;;;;;;
la rochelle;;;;;;;;;;;;;;;;;;;;;;;;;;
saint maur des fosses;;;;;;;;;;;;;;;;;;;;;;;;;;
champigny sur marne;;;;;;;;;;;;;;;;;;;;;;;;;;
calais;;;;;;;;;;;;;;;;;;;;;;;;;;
aubervilliers;;;;;;;;;;;;;;;;;;;;;;;;;;
